ID	LABEL	SubClass Of	ID	LABEL	SubClass Of
MOP:0001359	deuridylation	denucleosidylation			
MOP:0001360	decytidylation	denucleosidylation			
MOP:0001361	dedolichylation	breaking of covalent bond with group			
MOP:0001362	de-2-trans,6-trans-farnesylation	defarnesylation			
MOP:0001363	demargarylation	dealkylation			
MOP:0001364	demethylation	dealkylation			
MOP:0001365	demethanetetraylation	breaking of covalent bond with group			
MOP:0001366	demethanetriylation	breaking of covalent bond with group			
MOP:0001367	detrichloromethylation	dehaloalkylation			
MOP:0001368	detrifluoromethylation	breaking of covalent bond with group			
MOP:0001369	dealkylation	dehydrocarbylation	MOP:0001369	dealkylation	deorganylation
MOP:0001370	debutylation	dealkylation			
MOP:0001371	decerylation	dealkylation			
MOP:0001372	dedecylation	dealkylation			
MOP:0001373	dedodecylation	dealkylation			
MOP:0001374	deheptylation	dealkylation			
MOP:0001375	dehexylation	dealkylation			
MOP:0001376	demyricylation	dealkylation			
MOP:0001377	demyristylation	dealkylation			
MOP:0001378	denonylation	dealkylation			
MOP:0001379	deoctylation	dealkylation			
MOP:0001380	depalmitylation	dealkylation			
MOP:0001381	depentylation	dealkylation			
MOP:0001382	depropylation	dealkylation			
MOP:0001383	destearylation	dealkylation			
MOP:0001384	deisopropylation	dealkylation			
MOP:0001385	deethylation	dealkylation			
MOP:0001386	deisobutylation	dealkylation			
MOP:0001387	depentan-2-ylation	dealkylation			
MOP:0001388	deisopentylation	dealkylation			
MOP:0001389	de-3-methylbutan-2-ylation	dealkylation			
MOP:0001390	de-tert-pentylation	dealkylation			
MOP:0001391	deneopentylation	dealkylation			
MOP:0001392	deundecylation	dealkylation			
MOP:0001393	detridecylation	dealkylation			
MOP:0001394	depentadecylation	dealkylation			
MOP:0001395	denonadecylation	dealkylation			
MOP:0001396	dearachidylation	dealkylation			
MOP:0001397	dehenicosylation	dealkylation			
MOP:0001398	debehenylation	dealkylation			
MOP:0001399	detricosylation	dealkylation			
MOP:0001400	delignocerylation	dealkylation			
MOP:0001401	depentacosylation	dealkylation			
MOP:0001402	deheptacosylation	dealkylation			
MOP:0001403	demontanylation	dealkylation			
MOP:0001404	denonacosylation	dealkylation			
MOP:0001405	de-sec-butylation	dealkylation			
MOP:0001406	de-tert-butylation	dealkylation			
MOP:0001407	depentan-3-ylation	dealkylation			
MOP:0001408	de-2-chloroethylation	dehaloalkylation			
MOP:0001409	de-1-chloroethylation	dehaloalkylation			
MOP:0001410	dehydrocarbylation	deorganylation			
MOP:0001411	dearylation	dehydrocarbylation			
MOP:0001412	dephenylation	dearylation			
MOP:0001413	debiphenyl-4-ylation	dearylation			
MOP:0001414	denaphthylation	dearylation			
MOP:0001415	de-1-naphthylation	denaphthylation			
MOP:0001416	de-2-naphthylation	denaphthylation			
MOP:0001417	decycloalkylation	dehydrocarbylation			
MOP:0001418	decyclobutylation	decycloalkylation			
MOP:0001419	decyclopropylation	decycloalkylation			
MOP:0001420	dealkenylation	dehydrocarbylation			
MOP:0001421	deoleylation	dealkenylation			
MOP:0001422	deallylation	dealkenylation			
MOP:0001423	deisopropenylation	dealkenylation			
MOP:0001424	devinylation	dealkenylation			
MOP:0001425	deprenylation	dealkenylation			
MOP:0001426	dephytylation	dealkenylation			
MOP:0001427					
MOP:0001428	depolyprenylation	deprenylation			
MOP:0001429	defarnesylation	depolyprenylation			
MOP:0001430	degeranylation	depolyprenylation			
MOP:0001431	degeranylgeranylation	depolyprenylation			
MOP:0001432	deretinylation	deprenylation			
MOP:0001433	deadamantan-2-ylation	dehydrocarbylation			
MOP:0001434	decycloalkenylation	dehydrocarbylation			
MOP:0001435	decampholenic cyclohexenylation	decycloalkenylation			
MOP:0001436	decyclopentadienylation	breaking of covalent bond with group			
MOP:0001437	deeta(5)-cyclopentadienylation	decyclopentadienylation			
MOP:0001438	deeta(1)-cyclopentadienylation	decyclopentadienylation			
MOP:0001439	deethene-1,2-diylation	breaking of covalent bond with group			
MOP:0001440	dearachidonylation	breaking of covalent bond with group			
MOP:0001441	debenzylation	breaking of covalent bond with group			
MOP:0001442	deanthracen-1-ylation	breaking of covalent bond with group			
MOP:0001443	deanthracen-2-ylation	breaking of covalent bond with group			
MOP:0001444	deimidazolylation	breaking of covalent bond with group			
MOP:0001445	deimidazol-1-ylation	deimidazolylation			
MOP:0001446	deimidazol-2-ylation	deimidazolylation			
MOP:0001447	deimidazol-5-ylation	deimidazolylation			
MOP:0001448	deimidazol-4-ylation	deimidazolylation			
MOP:0001449	defurylation	breaking of covalent bond with group			
MOP:0001450	de-2-furylation	defurylation			
MOP:0001451	de-3-furylation	defurylation			
MOP:0001452	dethienylation	deheteroarylation			
MOP:0001453	de-2-thienylation	dethienylation			
MOP:0001454	de-3-thienylation	dethienylation			
MOP:0001455	deadenin-9-ylation	breaking of covalent bond with group			
MOP:0001456	deguanin-9-ylation	breaking of covalent bond with group			
MOP:0001457	deacetimidoylation	deorganoheterylation			
MOP:0001458	deorganylation	breaking of covalent bond with group	MOP:0001458	deorganylation	breaking of covalent bond with group
MOP:0001459	deorganic heterocyclylation	deheterocyclylation, deorganylation			
MOP:0001460	deheteroarylation	deorganic heterocyclylation			
MOP:0001461	de-4,4'-dimethoxytriphenylmethylation	breaking of covalent bond with group			
MOP:0001462	detaurylation	breaking of covalent bond with group			
MOP:0001463	detriflylation	breaking of covalent bond with group			
MOP:0001464	deglycidylation	deorganylation			
MOP:0001465	desulfanylmethylation	breaking of covalent bond with group			
MOP:0001466	deselanylmethylation	breaking of covalent bond with group			
MOP:0001467	de-2-carboxyethylation	breaking of covalent bond with group			
MOP:0001468	de-2-amino-2-oxoethylation	breaking of covalent bond with group			
MOP:0001469	de-3-amino-3-oxopropylation	breaking of covalent bond with group			
MOP:0001470	de-2-(methylsulfanyl)ethylation	breaking of covalent bond with group			
MOP:0001471	de-4-hydroxybenzylation	breaking of covalent bond with group			
MOP:0001472	de-1H-indol-3-ylmethylation	breaking of covalent bond with group			
MOP:0001473	de-1H-imidazol-4-ylmethylation	breaking of covalent bond with group			
MOP:0001474	de-3-carbamimidamidopropylation	breaking of covalent bond with group			
MOP:0001475	dehydroxymethylation	breaking of covalent bond with group			
MOP:0001476	de-1-hydroxyethylation	breaking of covalent bond with group			
MOP:0001477	dehaloalkylation	deorganylation			
MOP:0001478	de-2-(trimethylsilyl)ethoxymethylation	deorganylation			
MOP:0001479	deacylation	breaking of covalent bond with group			
MOP:0001480	deorganoheterylation	breaking of covalent bond with group			
MOP:0001481	deoxalosulfanylation	deorganoheterylation			
MOP:0001482	deorganosilylation	deorganoheterylation			
MOP:0001483	detrimethylsilylation	deorganosilylation			
MOP:0001484	detriisopropylsilylation	deorganosilylation			
MOP:0001485	de-tert-butyldiphenylsilylation	deorganosilylation			
MOP:0001486	de-tert-butyldimethylsilylation	deorganosilylation			
MOP:0001487	dethioacylation	breaking of covalent bond with group			
MOP:0001488	decarbothioacylation	dethioacylation			
MOP:0001489	deunivalent carbothioacylation	decarbothioacylation			
MOP:0001490	dedivalent carbothioacylation	decarbothioacylation			
MOP:0001491	decarbonimidoylation	breaking of covalent bond with group			
MOP:0001492	dethiocarbonylation	breaking of covalent bond with group			
MOP:0001493	de-(fluoren-9-ylmethoxy)carbonylation	breaking of covalent bond with group			
MOP:0001494	decarbonylation	breaking of covalent bond with group			
MOP:0001495	decytosin-1-ylation	breaking of covalent bond with group			
MOP:0001496	dethymin-1-ylation	breaking of covalent bond with group			
MOP:0001497	deuracil-1-ylation	breaking of covalent bond with group			
MOP:0001498	demorpholin-4-ylsulfonylation	breaking of covalent bond with group			
MOP:0001499	deacetohydrazonoylation	breaking of covalent bond with group			
MOP:0001500	de-2-hydroxyethylation	breaking of covalent bond with group			
MOP:0001501	deaminosulfinylation	breaking of covalent bond with group			
MOP:0001502	dedisiloxanylation	breaking of covalent bond with group			
MOP:0001503	dedisiloxane-1,3-diylation	breaking of covalent bond with group			
MOP:0001504	deazinoylation	breaking of covalent bond with group			
MOP:0001505	deazonoylation	breaking of covalent bond with group			
MOP:0001506	dephosphorothioylation	breaking of covalent bond with group			
MOP:0001507	dephosphonothioylation	breaking of covalent bond with group			
MOP:0001508	dearsonoylation	breaking of covalent bond with group			
MOP:0001509	dearsinoylation	breaking of covalent bond with group			
MOP:0001510	destiborylation	breaking of covalent bond with group			
MOP:0001511	desulfamoylation	breaking of covalent bond with group			
MOP:0001512	de-S-aminosulfinimidoylation	breaking of covalent bond with group			
MOP:0001513	de-S-aminosulfonimidoylation	breaking of covalent bond with group			
MOP:0001514	dechlorylation	breaking of covalent bond with group			
MOP:0001515	dechlorosylation	breaking of covalent bond with group			
MOP:0001516	deperchlorylation	breaking of covalent bond with group			
MOP:0001517	debromosylation	breaking of covalent bond with group			
MOP:0001518	debromylation	breaking of covalent bond with group			
MOP:0001519	deperbromylation	breaking of covalent bond with group			
MOP:0001520	deiodosylation	breaking of covalent bond with group			
MOP:0001521	deiodylation	breaking of covalent bond with group			
MOP:0001522	deperiodylation	breaking of covalent bond with group			
MOP:0001523	defluorosylation	breaking of covalent bond with group			
MOP:0001524	desulfonylation	breaking of covalent bond with group			
MOP:0001525	deacetoxysulfonylation	breaking of covalent bond with group			
MOP:0001526	desulfonothioylation	breaking of covalent bond with group			
MOP:0001527	desulfinothioylation	breaking of covalent bond with group			
MOP:0001528	desulfonodithioylation	breaking of covalent bond with group			
MOP:0001529	detrioxidanylation	breaking of covalent bond with group			
MOP:0001530	detrioxidanediylation	breaking of covalent bond with group			
MOP:0001531	deheterocyclylation	breaking of covalent bond with group			
MOP:0001532	dephosphoramidochloridoylation	breaking of covalent bond with group			
MOP:0001533	de-S-aminosulfonodiimidoylation	breaking of covalent bond with group			
MOP:0001534	deaminosulfanylation	breaking of covalent bond with group			
MOP:0001535	desulfinylation	breaking of covalent bond with group			
MOP:0001536	dearsorylation	breaking of covalent bond with group			
MOP:0001537	deazanediidylation	breaking of covalent bond with group			
MOP:0001538	desulfinimidoylation	breaking of covalent bond with group			
MOP:0001539					
MOP:0001540	detosylation	desulfonylation			
MOP:0001541	debrosylation	desulfonylation			
MOP:0001542	denosylation	desulfonylation			
MOP:0001544	deindolylamination	deheteroarylation			
MOP:0001545	deindol-1-ylation	deindolylamination			
MOP:0001546	deindol-2-ylation	deindolylamination			
MOP:0001547	deindol-3-ylation	deindolylamination			
MOP:0001548	de-N-oxindolylation	deorganoheterylation			
MOP:0001549	dealkylamination	deorganoheterylation			
MOP:0001550	dehalogenation	breaking of covalent bond with group	MOP:0001550	dehalogenation	breaking of covalent bond with group
MOP:0001551	debromination	dehalogenation			
MOP:0001552	dechlorination	dehalogenation			
MOP:0001553	defluorination	dehalogenation			
MOP:0001554	deiodination	dehalogenation			
MOP:0001555	deimination	breaking of covalent bond with group			
MOP:0001556	denitration	breaking of covalent bond with group			
MOP:0001557	dehydroxyamination	breaking of covalent bond with group			
MOP:0001558	dethioxonation	breaking of covalent bond with group			
MOP:0001559	desulfonation	breaking of covalent bond with group			
MOP:0001560	deselenonation	breaking of covalent bond with group			
			MOP:0001713	decarboxylation	'has participant beginning to exist' some 'carbon dioxide', deorganylation, has_participant some 'carboxy group'
MOP:0002000	N-borylation	borylation			
MOP:0002001	N-methanidylation	methanidylation			
MOP:0002002	N-azaniumylation	azaniumylation			
MOP:0002003	N-formylation	formylation			
MOP:0002004	N-acetonylation	acetonylation			
MOP:0002005	N-L-cystylation	L-cystylation			
MOP:0002006	N-L-cystinylation	L-cystinylation			
MOP:0002007	N-D-cystylation	D-cystylation			
MOP:0002008	N-cystinylation	cystinylation			
MOP:0002009	N-cystylation	cystylation			
MOP:0002010	N-cysteinylation	cysteinylation			
MOP:0002011	N-L-cysteinylation	L-cysteinylation			
MOP:0002012	N-D-cysteinylation	D-cysteinylation			
MOP:0002013	N-cystein-S-ylation	cystein-S-ylation			
MOP:0002014	N-D-cystein-S-ylation	D-cystein-S-ylation			
MOP:0002015	N-L-cystein-S-ylation	L-cystein-S-ylation			
MOP:0002016	N-methionylation	methionylation			
MOP:0002017	N-L-methionylation	L-methionylation			
MOP:0002018	N-N-formyl-L-methionylation	N-formyl-L-methionylation			
MOP:0002019	N-D-methionylation	D-methionylation			
MOP:0002020	N-(R)-lipoylation	(R)-lipoylation			
MOP:0002021	N-(S)-lipoylation	(S)-lipoylation			
MOP:0002022	N-lipoylation	lipoylation			
MOP:0002023	N-(R)-dihydrolipoylation	(R)-dihydrolipoylation			
MOP:0002024	N-(S)-dihydrolipoylation	(S)-dihydrolipoylation			
MOP:0002025	N-alpha-sialoylation	alpha-sialoylation			
MOP:0002026	N-beta-sialoylation	beta-sialoylation			
MOP:0002027	N-glyceroylation	glyceroylation			
MOP:0002028	N-carboacylation	carboacylation			
MOP:0002029	N-univalent carboacylation	univalent carboacylation			
MOP:0002030	N-acetylation	acetylation			
MOP:0002031	N-alpha-aminoacylation	alpha-aminoacylation			
MOP:0002032	N-alanylation	alanylation			
MOP:0002033	N-L-alanylation	L-alanylation			
MOP:0002034	N-D-alanylation	D-alanylation			
MOP:0002035	N-alpha-aspartylation	alpha-aspartylation			
MOP:0002036	N-L-alpha-aspartylation	L-alpha-aspartylation			
MOP:0002037	N-D-alpha-aspartylation	D-alpha-aspartylation			
MOP:0002038	N-alpha-glutamylation	alpha-glutamylation			
MOP:0002039	N-L-alpha-glutamylation	L-alpha-glutamylation			
MOP:0002040	N-D-alpha-glutamylation	D-alpha-glutamylation			
MOP:0002041	N-pteroylglutamylation	pteroylglutamylation			
MOP:0002042	N-phenylalanylation	phenylalanylation			
MOP:0002043	N-L-phenylalanylation	L-phenylalanylation			
MOP:0002044	N-D-phenylalanylation	D-phenylalanylation			
MOP:0002045	N-glycylation	glycylation			
MOP:0002046	N-histidylation	histidylation			
MOP:0002047	N-L-histidylation	L-histidylation			
MOP:0002048	N-D-histidylation	D-histidylation			
MOP:0002049	N-isoleucylation	isoleucylation			
MOP:0002050	N-L-isoleucylation	L-isoleucylation			
MOP:0002051	N-D-isoleucylation	D-isoleucylation			
MOP:0002052	N-lysylation	lysylation			
MOP:0002053	N-L-lysylation	L-lysylation			
MOP:0002054	N-deoxyhypusinylation	deoxyhypusinylation			
MOP:0002055	N-D-lysylation	D-lysylation			
MOP:0002056	N-leucylation	leucylation			
MOP:0002057	N-L-leucylation	L-leucylation			
MOP:0002058	N-D-leucylation	D-leucylation			
MOP:0002059	N-asparaginylation	asparaginylation			
MOP:0002060	N-L-asparaginylation	L-asparaginylation			
MOP:0002061	N-D-asparaginylation	D-asparaginylation			
MOP:0002062	N-prolylation	prolylation			
MOP:0002063	N-L-prolylation	L-prolylation			
MOP:0002064	N-D-prolylation	D-prolylation			
MOP:0002065	N-glutaminylation	glutaminylation			
MOP:0002066	N-L-glutaminylation	L-glutaminylation			
MOP:0002067	N-D-glutaminylation	D-glutaminylation			
MOP:0002068	N-serylation	serylation			
MOP:0002069	N-L-serylation	L-serylation			
MOP:0002070	N-D-serylation	D-serylation			
MOP:0002071	N-threonylation	threonylation			
MOP:0002072	N-L-threonylation	L-threonylation			
MOP:0002073	N-D-threonylation	D-threonylation			
MOP:0002074	N-selenocysteinylation	selenocysteinylation			
MOP:0002075	N-L-selenocysteinylation	L-selenocysteinylation			
MOP:0002076	N-D-selenocysteinylation	D-selenocysteinylation			
MOP:0002077	N-valylation	valylation			
MOP:0002078	N-L-valylation	L-valylation			
MOP:0002079	N-D-valylation	D-valylation			
MOP:0002080	N-tryptophylation	tryptophylation			
MOP:0002081	N-L-tryptophylation	L-tryptophylation			
MOP:0002082	N-D-tryptophylation	D-tryptophylation			
MOP:0002083	N-tyrosylation	tyrosylation			
MOP:0002084	N-L-tyrosylation	L-tyrosylation			
MOP:0002085	N-D-tyrosylation	D-tyrosylation			
MOP:0002086	N-arginylation	arginylation			
MOP:0002087	N-L-arginylation	L-arginylation			
MOP:0002088	N-D-arginylation	D-arginylation			
MOP:0002089	N-benzoylation	benzoylation			
MOP:0002090	N-beta-aspartylation	beta-aspartylation			
MOP:0002091	N-D-beta-aspartylation	D-beta-aspartylation			
MOP:0002092	N-L-beta-aspartylation	L-beta-aspartylation			
